time,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10
2021-02-01 03:18:00,319.3882,319.7573,319.4832,319.1424,320.0221,318.1795,319.4468,319.8159,319.3886,319.1636
2021-02-01 03:20:00,319.3709,319.7655,319.4414,319.1822,320.0934,318.1611,319.4088,319.8359,319.4301,319.1419
2021-02-01 03:22:00,319.3661,319.7207,319.4448,319.2038,320.0587,318.1445,319.3338,319.8409,319.4283,319.1236
2021-02-01 03:24:00,319.3642,319.709,319.4048,319.2271,320.1236,318.1611,319.3155,319.7976,319.4119,319.1001
2021-02-01 03:26:00,319.3426,319.7571,319.4248,319.1442,320.0887,318.1362,319.272,319.776,319.3886,319.0835
2021-02-01 03:28:00,319.3473,319.7073,319.4248,319.2021,320.0338,318.1195,319.3388,319.7793,319.4219,319.1052
2021-02-01 03:30:00,319.3299,319.6709,319.4248,319.1773,320.0388,318.1178,319.3137,319.7576,319.3886,319.1052
2021-02-01 03:32:00,319.3256,319.6777,319.4048,319.1093,319.9858,318.0396,319.2787,319.7576,319.4267,319.0835
2021-02-01 03:34:00,319.3561,319.3972,319.3847,319.1293,320.0388,318.0612,318.811,319.7576,319.372,319.0801
2021-02-01 03:36:00,319.3218,319.4271,319.5817,318.9603,319.9758,317.9182,318.811,319.696,319.5263,319.1586
2021-02-01 03:38:00,319.2889,319.5912,319.2845,318.9636,319.9409,318.043,319.2141,319.7959,319.3221,319.0601
2021-02-01 03:40:00,319.3093,319.5981,319.4632,319.144,319.8796,317.9797,319.2823,319.6327,319.3587,319
2021-02-01 03:42:00,319.326,319.6577,319.3447,319.0828,320.0173,318.0163,319.2873,319.776,319.3621,319.0634
2021-02-01 03:44:00,319.3197,319.6842,319.3831,319.1772,319.9858,318.0812,319.2588,319.756,319.3487,319.04
2021-02-01 03:46:00,319.3045,319.6396,319.3813,319.0828,320.0388,318.0396,319.2686,319.756,319.4034,319.0634
2021-02-01 03:48:00,319.2944,319.419,319.3647,319.1424,319.9676,317.9631,319.2173,319.736,319.3554,319.0601
2021-02-01 03:50:00,319.1447,319.457,319.181,318.6138,320.9047,317.7018,318.7546,319.7576,319.3852,317.5368
2021-02-01 03:52:00,319.217,319.5085,319.5233,318.9204,319.8995,317.6619,319.0825,319.258,319.0947,318.6408
2021-02-01 03:54:00,319.2594,319.6511,319.0842,319.0032,319.9874,317.8017,319.054,319.7776,319.294,318.9599
2021-02-01 03:56:00,319.3206,319.6511,319.4048,319.0844,320.0306,317.82,319.1406,319.6577,319.3354,319.0016
2021-02-01 03:58:00,319.3589,319.6511,319.3046,319.1425,319.9957,317.9015,319.2773,319.7593,319.347,319.0434
2021-02-01 04:00:00,319.2988,319.588,319.3831,319.1076,319.9726,317.9997,319.2706,319.736,319.3587,319.0601
2021-02-01 04:02:00,319.2664,319.4804,319.3029,319.0645,319.9129,317.8217,319.2188,319.7326,319.3106,319.045
2021-02-01 04:04:00,319.2482,319.457,319.3046,318.9354,319.9243,317.7967,319.0905,319.6327,319.2789,318.9833
2021-02-01 04:06:00,319.2154,319.409,319.2394,318.9287,319.8133,317.562,319.1342,319.5778,319.2274,318.9432
2021-02-01 04:08:00,319.1831,319.3326,319.1643,318.8839,319.7667,317.6585,318.9742,319.5761,319.244,318.8997
2021-02-01 04:10:00,319.1708,319.3659,319.0826,318.8789,319.7287,317.5005,318.9474,319.4962,319.2341,318.8613
2021-02-01 04:12:00,319.1437,319.3542,319.1009,318.8409,319.7305,317.3423,319.0692,319.4962,319.1644,318.8396
2021-02-01 04:14:00,319.1295,319.2946,319.0424,318.7382,319.6639,317.2025,318.8659,319.4145,319.1278,318.8029
2021-02-01 04:16:00,319.1126,319.2035,319.0024,318.7281,319.6225,316.9413,318.8127,319.4162,319.1328,318.7811
2021-02-01 04:18:00,319.0795,319.0989,318.9623,318.6271,319.5047,316.5419,318.746,319.338,319.0996,318.741
2021-02-01 04:20:00,319.0489,319.0574,318.8788,318.5857,319.44,316.2622,318.8358,319.2763,319.0946,318.7193
2021-02-01 04:22:00,319.0155,318.7341,318.7603,318.5177,319.3223,316.0243,318.5963,319.1415,319.0298,318.6241
2021-02-01 04:24:00,319.0316,318.9514,318.7636,317.7885,319.0586,316.4903,318.6262,319.0965,318.9949,318.6241
2021-02-01 04:26:00,318.9713,318.9547,318.9005,318.3968,318.9143,316.4453,318.1818,319.0565,318.8987,318.3836
2021-02-01 04:28:00,318.9236,318.8901,318.5565,318.2559,319.2544,316.1391,318.4848,319.2014,318.97,318.4988
2021-02-01 04:30:00,318.8617,318.822,318.62,318.2973,319.1101,315.5999,318.3965,318.8567,318.9203,318.4622
2021-02-01 04:32:00,318.9143,318.6629,318.3997,318.1035,318.9623,315.7963,318.4797,318.8567,318.7841,318.4221
2021-02-01 04:34:00,318.8438,318.5219,318.3613,318.0272,318.8811,315.5034,318.1718,318.6568,318.7956,318.3586
2021-02-01 04:36:00,318.8365,318.6297,318.2427,317.956,318.8611,315.3469,318.1401,318.5968,318.731,318.2583
2021-02-01 04:38:00,318.8272,318.5037,318.1826,317.9543,318.8428,315.2804,317.9637,318.5153,318.6811,318.2617
2021-02-01 04:40:00,318.829,318.4572,318.1392,317.8267,318.7948,315.3436,318.0685,318.4553,318.7359,318.2383
2021-02-01 04:42:00,318.7579,318.3777,318.0624,317.8084,318.6903,314.8443,317.9836,318.437,318.7127,318.2149
2021-02-01 04:44:00,318.6719,317.93,318.019,317.709,314.3876,314.6047,317.2727,318.397,318.5848,318.2032
2021-02-01 04:46:00,318.684,317.9946,317.3562,316.9202,317.7316,314.5847,317.5091,318.3371,318.256,317.8375
2021-02-01 04:48:00,318.6589,317.9019,317.7001,317.3528,318.254,314.3651,317.2527,317.8574,318.4652,317.9193
2021-02-01 04:50:00,318.646,317.8339,317.443,317.2484,318.2059,314.8876,317.4142,318.0373,318.4652,317.9193
2021-02-01 04:52:00,318.6104,317.7842,317.5398,317.2102,318.2109,314.5049,317.3493,317.7775,318.4171,317.8775
2021-02-01 04:54:00,318.5759,317.6665,317.3596,317.1274,318.108,313.0487,317.2827,317.7941,318.3324,317.8007
2021-02-01 04:56:00,318.5209,317.509,317.3212,317.0495,317.9521,313.2467,317.1012,317.6576,318.3423,317.7172
2021-02-01 04:58:00,318.5013,317.426,317.1058,316.7976,317.856,313.0886,316.9297,317.4861,318.2609,317.6771
2021-02-01 05:00:00,318.5026,317.3,317.0206,316.8158,316.8641,313.2284,316.8765,317.3761,318.231,317.6404
2021-02-01 05:02:00,318.2965,317.3995,316.5381,316.1695,317.297,313.6628,316.5717,317.6376,318.1629,317.602
2021-02-01 05:04:00,318.2088,316.8954,315.9988,315.8613,317.1975,313.4881,316.322,315.2594,317.3891,317.1377
2021-02-01 05:06:00,318.1616,316.4777,316.2159,316.2209,317.4115,312.4496,316.3637,316.8399,317.9885,317.2963
2021-02-01 05:08:00,318.3578,315.7962,316.4797,315.5978,317.2555,312.7275,314.8803,316.3186,317.9105,316.9556
2021-02-01 05:10:00,318.1784,315.8277,315.8569,314.8074,316.2984,312.8473,315.7759,316.3586,317.7909,316.9556
2021-02-01 05:12:00,318.2583,315.1911,315.3177,314.7626,308.66,310.291,314.6721,315.306,317.6565,316.64
2021-02-01 05:14:00,318.1498,314.7599,314.9537,313.7286,315.0445,311.2496,315.0184,315.8406,317.5286,316.7151
2021-02-01 05:16:00,317.7682,315.3668,314.9554,313.6986,314.8868,311.2913,313.9727,314.4167,317.517,316.4779
2021-02-01 05:18:00,317.9507,313.9757,313.795,313.6524,314.9167,311.3712,314.1277,313.3792,316.6982,315.7949
2021-02-01 05:20:00,317.6824,314.44,313.4544,313.3274,314.2067,311.3063,313.7231,314.2402,317.2446,315.9936
2021-02-01 05:22:00,317.9453,313.4535,313.7132,313.0923,310.954,310.7921,312.3796,313.4824,316.7763,315.4775
2021-02-01 05:24:00,317.3255,313.7736,313.0137,311.9619,313.7227,309.9515,312.7226,313.8622,316.9407,315.5526
2021-02-01 05:26:00,317.6906,312.8515,313.032,312.3479,309.9538,309.5522,311.5706,312.8213,316.4209,315.0115
2021-02-01 05:28:00,317.5293,312.6891,312.1722,310.9927,313.9448,308.3739,311.6436,313.0628,316.5587,314.3902
2021-02-01 05:30:00,317.41,312.3776,312.3525,311.4848,311.8399,304.4382,310.5918,311.8837,316.3063,314.8545
2021-02-01 05:32:00,317.2991,312.3243,311.1454,310.8764,306.5087,307.4353,310.7199,311.6838,315.7133,314.3334
2021-02-01 05:34:00,317.3716,311.7359,310.466,310.1406,305.5779,306.8179,310.8433,310.3432,315.7133,314.2499
2021-02-01 05:36:00,317.1758,311.2234,309.3273,310.1736,307.3514,306.094,309.7979,311.2025,315.6155,313.7939
2021-02-01 05:38:00,317.2842,310.8055,308.7446,309.7873,307.2236,307.0158,309.0913,310.7446,315.5092,313.5251
2021-02-01 05:40:00,317.3295,310.1143,308.2454,309.2011,306.6065,306.217,308.5959,310.2282,315.3697,313.2679
2021-02-01 05:42:00,316.8348,309.6267,307.7028,308.7303,305.8867,306.6964,308.0708,309.6604,315.2467,313.0323
2021-02-01 05:44:00,316.56,307.7698,307.2004,308.0656,305.6497,303.9507,307.4666,309.0441,315.0458,312.7284
2021-02-01 05:46:00,316.9606,306.8894,306.8831,306.7687,304.5025,304.24,307.0082,308.4646,314.9312,312.2106
2021-02-01 05:48:00,317.1067,306.4253,306.3789,305.9798,304.3503,300.4673,305.7815,306.3462,314.6273,311.8466
2021-02-01 05:50:00,317.0639,306.0354,305.7812,305.3932,303.8852,300.1278,305.3222,305.9265,314.5742,311.7914
2021-02-01 05:52:00,317.0356,305.727,305.2804,305.0484,303.2857,301.3642,304.9165,305.5068,314.4297,311.6043
2021-02-01 05:54:00,317.0107,305.2962,304.8947,304.6656,302.8876,299.9263,304.5202,305.1688,314.3433,311.3871
2021-02-01 05:56:00,316.9567,304.7924,304.4958,304.1837,302.3103,298.9528,303.5956,304.6307,314.237,311.2052
2021-02-01 05:58:00,316.9446,304.3023,303.9362,303.6759,301.7818,298.788,303.5956,304.1097,314.061,310.9229
2021-02-01 06:00:00,316.9009,303.7195,303.3971,303.1113,301.1392,297.0287,302.9759,303.5683,313.8916,310.7442
2021-02-01 06:02:00,316.7891,303.3003,302.8744,302.5723,300.5587,296.9108,302.4236,303.0504,313.7621,310.4619
2021-02-01 06:04:00,316.8094,302.5787,302.073,302.0514,300.1909,295.5527,301.7368,302.4491,313.5662,310.1044
2021-02-01 06:06:00,316.7722,301.9506,301.6723,301.4274,299.3621,295.3499,301.2888,301.7265,313.41,309.8205
2021-02-01 06:08:00,316.7571,301.1927,301.0512,300.7441,298.5484,294.8538,300.578,301.1252,313.2607,309.5432
2021-02-01 06:10:00,316.6882,300.2929,300.1665,299.898,296.5977,292.9366,299.6548,300.2126,313.0264,309.2193
2021-02-01 06:12:00,316.5721,299.4745,299.33,299.0827,296.5977,292.4773,298.7989,299.4114,312.857,308.8016
2021-02-01 06:14:00,316.4528,298.5864,298.4253,298.1797,295.7083,291.181,297.9525,298.4521,312.5365,308.4376
2021-02-01 06:16:00,316.3369,297.6807,297.547,297.259,294.6688,289.0623,297.003,297.5696,312.2559,307.8581
2021-02-01 06:18:00,316.3235,296.8206,296.6003,296.272,293.459,291.4756,295.9878,296.4937,311.8606,307.4205
2021-02-01 06:20:00,316.2743,295.866,295.6387,295.2117,292.2677,289.0242,294.8998,295.4545,311.5752,306.9144
2021-02-01 06:22:00,316.2183,295.0408,294.6369,294.399,291.3428,287.4846,293.9826,294.5152,311.3408,306.4734
2021-02-01 06:24:00,316.2118,294.2921,293.8005,293.4825,290.4378,289.5016,293.0511,293.7576,311.095,306.0526
2021-02-01 06:26:00,316.2249,293.5268,292.914,292.6596,289.6142,285.0513,292.2365,292.8365,310.8506,305.6535
2021-02-01 06:28:00,316.1883,292.92,292.2359,291.9767,288.9499,284.3293,291.456,292.097,310.6997,305.3561
2021-02-01 06:30:00,316.1471,292.3597,291.4715,291.2657,288.0175,284.3293,290.7693,291.3195,310.537,304.9903
2021-02-01 06:32:00,316.1262,291.9046,290.7903,290.5125,287.7171,283.5324,290.1062,290.0973,310.3976,304.6697
2021-02-01 06:34:00,316.1221,291.4363,290.2944,289.97,286.9166,281.5902,289.5356,290.0973,310.2215,304.389
2021-02-01 06:36:00,316.1007,291.0833,289.8506,289.5723,286.578,282.4859,289.1048,289.7157,310.1203,304.2086
2021-02-01 06:38:00,316.1244,290.5684,289.4479,289.1627,285.8797,280.9143,288.7159,289.2592,310.0272,304.0684
2021-02-01 06:40:00,316.1589,290.0729,288.8889,288.6382,285.2845,281.5933,288.1496,288.6746,309.9291,303.8294
2021-02-01 06:42:00,316.1239,289.721,288.4481,288.2578,285.0437,282.1306,287.7225,288.2768,309.768,303.6475
2021-02-01 06:44:00,316.1035,289.3479,288.0656,287.7731,284.571,280.3551,287.2482,287.8172,309.6187,303.4303
2021-02-01 06:46:00,316.1315,288.95,287.6899,287.373,284.1499,280.5349,286.778,287.3775,309.5622,303.2667
2021-02-01 06:48:00,316.0938,288.6776,287.4044,286.9964,283.8973,279.796,286.5801,286.9597,309.4243,303.0896
2021-02-01 06:50:00,316.1011,288.319,286.9267,286.5317,283.7182,278.395,286.1068,286.638,309.2751,302.9109
2021-02-01 06:52:00,316.0827,288.143,286.6481,286.2731,283.2971,277.4594,285.7626,286.3414,309.3597,302.7274
2021-02-01 06:54:00,316.1118,287.9808,286.4447,286.0637,283.0184,278.9372,285.5464,286.1016,309.2638,302.6454
2021-02-01 06:56:00,316.0859,287.8477,286.2255,285.8785,282.8764,279.0171,285.3577,285.9417,309.2266,302.6053
2021-02-01 06:58:00,316.1042,287.7923,286.1022,285.8586,282.5147,276.4429,285.3516,285.8817,309.2185,302.5051
2021-02-01 07:00:00,316.1091,287.7681,286.0872,285.7114,282.8747,278.6935,285.3266,285.8817,309.1921,302.5051
2021-02-01 07:02:00,316.1578,287.906,286.0452,285.7145,282.724,276.2212,285.2271,285.8237,309.1685,302.5051
2021-02-01 07:04:00,316.1241,287.9211,286.0652,285.7191,282.703,277.3815,285.2613,285.8617,309.2504,302.5251
2021-02-01 07:06:00,316.09,287.9197,286.044,285.7336,282.8313,280.1953,285.3869,285.9636,309.2713,302.547
2021-02-01 07:08:00,316.1172,287.7619,286.0621,285.833,282.381,279.5563,285.3162,285.9217,309.2185,302.5853
2021-02-01 07:10:00,316.0815,287.4462,285.9638,285.632,282.4622,278.8333,285.1898,285.7238,309.2249,302.5283
2021-02-01 07:12:00,316.1011,287.194,285.7034,285.3688,281.908,280.4749,284.8582,285.424,309.1291,302.445
2021-02-01 07:14:00,316.0436,286.7075,285.401,285.0433,281.4194,276.9402,284.6557,285.0992,309.0327,302.2846
2021-02-01 07:16:00,316.0332,286.2621,284.9853,284.6571,280.8145,277.04,284.1382,284.7026,308.9762,302.0842
2021-02-01 07:18:00,316.0352,285.8539,284.4443,284.2245,280.221,276.1214,283.6568,284.2629,308.8729,301.8838
2021-02-01 07:20:00,315.9964,285.42,284.0637,283.7721,279.7987,275.664,283.2028,283.7003,308.7403,301.7052
2021-02-01 07:22:00,316.012,284.9965,283.5378,283.3136,279.181,274.965,282.7316,283.3206,308.5508,301.4661
2021-02-01 07:24:00,315.9728,284.6058,283.2191,282.8371,278.6038,275.702,282.2264,282.8241,308.5146,301.2843
2021-02-01 07:26:00,315.9909,284.0717,282.6593,282.3831,278.2863,274.0664,281.8398,282.4013,308.3513,301.0652
2021-02-01 07:28:00,315.9485,283.8276,282.3557,282.0555,277.7428,272.306,281.4702,282.0446,308.2635,300.94
2021-02-01 07:30:00,315.9494,283.4411,281.938,281.6718,277.277,272.3859,281.1742,281.7018,308.2453,300.7632
2021-02-01 07:32:00,315.9195,282.8665,281.5143,281.2586,276.9078,272.6085,280.508,281.2622,308.1689,300.561
2021-02-01 07:34:00,315.9059,282.3951,280.9522,280.6455,276.4172,272.0074,280.0745,280.6057,308.0079,300.3638
2021-02-01 07:36:00,315.8791,281.8554,280.4555,280.1386,275.5713,273.2626,279.457,280.143,307.8418,300.1419
2021-02-01 07:38:00,315.8835,281.355,279.9115,279.6039,275.0428,272.8412,279.1227,279.5895,307.7383,299.8996
2021-02-01 07:40:00,315.866,280.8117,279.3706,278.9284,274.5342,269.0138,278.3664,278.9889,307.5779,299.6773
2021-02-01 07:42:00,315.7764,279.014,278.7726,278.4284,274.0008,271.7308,277.7351,278.3474,307.5097,299.3785
2021-02-01 07:44:00,315.6016,274.813,274.1866,274.1578,274.6974,271.4283,270.8927,267.2929,307.2442,298.9408
2021-02-01 07:46:00,315.5463,273.2979,271.9207,271.7158,266.8939,263.9214,269.9856,268.6948,306.316,297.3943
2021-02-01 07:48:00,315.5874,272.2821,270.4572,270.1566,265.3472,258.9495,268.5499,267.6377,305.6315,296.0934
2021-02-01 07:50:00,315.5536,271.7589,269.6738,269.3277,264.7861,259.1463,268.2026,267.1759,305.2857,295.5536
2021-02-01 07:52:00,315.5043,271.2338,268.6921,268.4068,264.4601,259.7455,266.882,265.9169,305.1597,295.2529
2021-02-01 07:54:00,315.5047,270.6417,268.0159,267.7345,263.8543,259.7455,266.1883,265.2974,304.9469,294.9291
2021-02-01 07:56:00,315.4869,270.0977,267.472,267.1516,262.8753,260.6462,265.6018,264.2781,304.8047,294.6485
2021-02-01 07:58:00,315.4599,269.6867,267.0121,266.6706,262.4435,255.9139,265.1977,264.2781,304.6222,294.408
2021-02-01 08:00:00,315.45,269.2592,266.5513,266.2123,261.917,260.122,264.6957,263.8585,304.5451,294.1907
2021-02-01 08:02:00,315.4556,269.0263,266.1727,265.8374,261.2617,258.707,264.3007,263.4359,304.4622,293.989
2021-02-01 08:04:00,315.4024,268.6913,265.747,265.4107,261.1075,254.3755,263.9074,263.0191,304.376,293.87
2021-02-01 08:06:00,315.3822,268.2703,265.4294,265.0502,260.7151,254.8355,263.5735,262.6994,304.218,293.6896
2021-02-01 08:08:00,315.3822,267.9388,264.9084,264.6592,259.9985,255.9104,263.0055,262.1598,304.2248,293.5662
2021-02-01 08:10:00,315.3286,267.5318,264.5508,264.1889,260.0774,253.9939,262.5779,261.7201,304.0668,293.3489
2021-02-01 08:12:00,315.3311,267.2901,264.1672,263.8592,259.3922,253.3549,262.3503,261.4832,303.9121,293.1472
2021-02-01 08:14:00,315.3039,266.8945,263.8487,263.6392,258.9683,252.1588,262.0403,261.1805,303.8356,293.005
2021-02-01 08:16:00,315.2863,266.5961,263.5432,263.2522,258.3179,252.3735,261.6563,260.8807,303.7518,292.8478
2021-02-01 08:18:00,315.2647,266.2953,263.2878,262.9304,257.8281,255.2143,261.2825,260.501,303.6964,292.6894
2021-02-01 08:20:00,315.245,265.855,262.8241,262.5371,257.6782,255.9931,260.9218,260.0863,303.527,292.5071
2021-02-01 08:22:00,315.248,265.6109,262.4843,262.1626,257.4763,254.1159,260.4519,259.6617,303.4569,292.3436
2021-02-01 08:24:00,315.1918,265.2801,262.1057,261.8091,256.8109,251.5197,260.1332,259.3184,303.3166,292.2065
2021-02-01 08:26:00,315.1767,265.0869,261.826,261.5561,256.6659,256.3326,259.8037,259.1049,303.2498,292.0461
2021-02-01 08:28:00,315.1323,264.7355,261.642,261.2947,256.1647,251.8593,259.675,258.9615,303.2266,291.9027
2021-02-01 08:30:00,315.1266,264.5891,261.3845,261.0982,255.7695,249.9799,259.4061,258.7025,303.1899,291.8056
2021-02-01 08:32:00,315.0902,264.4113,261.0417,260.7842,255.6102,250.6189,259.1128,258.3648,303.1373,291.7254
2021-02-01 08:34:00,315.0541,263.95,260.7613,260.4568,255.0309,249.5826,258.7327,257.9059,302.9804,291.5839
2021-02-01 08:36:00,315.0262,263.6196,260.2483,259.9092,255.1531,251.8799,258.0547,257.3456,302.9198,291.4267
2021-02-01 08:38:00,315.0274,263.3958,259.9019,259.5789,254.7345,252.4961,257.6395,256.9266,302.7484,291.2244
2021-02-01 08:40:00,315.1241,263.133,259.5792,259.2721,254.6663,251.8998,257.3226,256.6039,302.7029,291.0872
2021-02-01 08:42:00,314.9741,262.8652,259.3411,258.9718,253.8785,248.6817,256.9724,256.3035,302.6853,290.9438
2021-02-01 08:44:00,314.9682,262.4586,258.9804,258.6379,252.5363,249.1211,256.5692,256.0244,302.4629,290.8329
2021-02-01 08:46:00,314.9468,262.1167,258.74,258.3354,252.5363,246.3452,256.4086,255.7246,302.3911,290.6839
2021-02-01 08:48:00,314.8611,261.7104,258.2198,257.9206,253.0596,251.1181,255.8614,255.2278,302.1633,290.4296
2021-02-01 08:50:00,314.9217,261.2669,257.7733,257.4646,251.6891,248.8814,255.4405,254.8102,302.0437,290.1458
2021-02-01 08:52:00,314.804,261.0858,257.5579,257.226,252.6268,246.2875,255.1751,254.5876,301.991,289.9836
2021-02-01 08:54:00,314.7844,260.7351,257.1772,256.8517,251.8169,248.624,254.8561,254.2478,301.8611,289.8032
2021-02-01 08:56:00,314.7966,260.6544,256.8566,256.547,251.7516,245.5863,254.5393,253.8881,301.8348,289.6448
2021-02-01 08:58:00,314.8151,260.3235,256.476,256.2771,250.6929,244.8474,254.1375,253.651,301.7217,289.4625
2021-02-01 09:00:00,314.8214,260.0108,256.1754,255.8481,250.2189,244.59,253.7881,253.2913,301.6341,289.3052
2021-02-01 09:02:00,314.7029,259.5303,255.9379,255.6528,249.6821,247.6682,253.5725,253.1314,301.5718,289.227
2021-02-01 09:04:00,314.721,259.0045,255.5844,255.3268,249.3233,244.5905,253.1267,252.7117,301.174,288.4822
2021-02-01 09:06:00,314.6675,258.763,255.3024,254.9737,249.1186,245.0493,252.6531,252.5318,301.0395,288.2636
2021-02-01 09:08:00,314.7072,258.1582,254.7349,254.4409,249.488,242.3937,252.1762,252.1149,300.9835,288.0444
2021-02-01 09:10:00,314.7057,257.5607,254.1566,253.9042,249.0728,245.928,251.4582,251.4904,300.895,287.8421
2021-02-01 09:12:00,314.634,256.9609,253.4462,253.1984,247.2139,241.5545,250.814,250.853,300.7266,287.6605
2021-02-01 09:14:00,314.641,256.3897,252.8122,252.6068,246.9408,241.0357,250.1189,250.1903,300.569,287.4011
2021-02-01 09:16:00,314.5927,255.8183,252.2062,251.9705,246.0423,243.7512,249.4069,249.5823,300.4647,287.1224
2021-02-01 09:18:00,314.5795,255.1482,251.5077,251.303,245.3456,239.7771,248.6977,248.825,300.3412,286.8587
2021-02-01 09:20:00,314.5518,254.5394,250.8437,250.6042,244.7336,240.0971,247.9647,248.1699,300.0843,286.5612
2021-02-01 09:22:00,314.5467,254.1249,250.128,249.8489,244.0232,238.2594,247.1712,247.4132,299.9466,286.3187
2021-02-01 09:24:00,314.499,253.4814,249.5097,249.2491,243.4288,243.2325,246.4765,246.651,299.8221,286.0801
2021-02-01 09:26:00,314.4371,253.0444,248.9449,248.6883,242.6983,238.5417,245.9126,246.1163,299.721,285.8658
2021-02-01 09:28:00,314.4121,252.419,248.2842,247.9619,242.2345,235.6832,245.1452,245.3969,299.4601,285.5775
2021-02-01 09:30:00,314.3705,251.6688,247.5228,247.2266,241.7053,236.4171,244.2567,244.5552,299.3637,285.295
2021-02-01 09:32:00,314.3209,250.8639,246.6434,246.3826,240.9665,234.5076,243.3417,243.5559,299.0815,284.9392
2021-02-01 09:34:00,314.2944,250.0219,245.7818,245.5788,239.9858,239.7998,242.4323,242.7242,299.0145,284.5984
2021-02-01 09:36:00,314.2573,249.2505,244.9796,244.6019,239.2719,239.5175,241.4934,241.8507,298.7736,284.2176
2021-02-01 09:38:00,314.2098,248.558,244.1007,243.7724,237.9926,233.2268,240.5731,240.9137,298.5041,283.8768
2021-02-01 09:40:00,314.1397,247.9567,243.2964,243.0701,237.5,233.3071,239.8903,240.0573,298.3528,283.5731
2021-02-01 09:42:00,314.1061,247.2206,242.4948,242.1945,236.6774,233.564,238.9441,239.2179,298.1073,283.2354
2021-02-01 09:44:00,314.0697,246.5132,241.7334,241.4383,235.771,230.8703,238.1811,238.4834,297.9551,282.8927
2021-02-01 09:46:00,314.0239,245.7029,240.997,240.6239,235.2879,230.2116,237.4631,237.6812,297.7966,282.5569
2021-02-01 09:48:00,314.03,245.0779,240.2779,239.8845,234.2755,230.7681,236.7094,236.9616,297.556,282.2513
2021-02-01 09:50:00,313.954,244.2919,239.414,239.1234,233.0576,232.6254,235.7771,236.0026,297.3898,281.9336
2021-02-01 09:52:00,313.9146,243.4961,238.5709,238.2668,232.1082,227.2183,234.8782,235.0452,297.1665,281.5527
2021-02-01 09:54:00,313.8798,242.6612,237.7084,237.3932,231.3671,228.3167,233.8391,234.1262,297.0112,281.1738
2021-02-01 09:56:00,313.8401,241.7718,236.7716,236.4585,230.1052,223.339,232.9761,233.1068,296.7458,280.7949
2021-02-01 09:58:00,313.8267,241.0954,235.8321,235.5422,229.6205,226.4744,231.8265,232.2673,296.5129,280.4121
2021-02-01 10:00:00,313.7988,240.2602,235.0823,234.7563,228.324,222.1432,231.0689,231.4655,296.2798,280.0325
2021-02-01 10:02:00,313.7801,239.3784,234.2047,233.8789,227.8639,227.1584,230.177,230.748,296.2,279.6868
2021-02-01 10:04:00,313.7205,238.6287,233.2796,232.982,226.9115,227.1584,229.3106,229.7839,295.8983,279.3109
2021-02-01 10:06:00,313.6809,237.6347,232.3909,232.0294,225.8531,225.401,228.1809,228.8295,295.7375,278.93
2021-02-01 10:08:00,313.6204,236.4853,231.2083,230.9251,224.5796,219.5896,227.0509,227.7103,295.4766,278.5491
2021-02-01 10:10:00,313.5765,235.7533,230.1064,229.8886,223.3454,219.5471,225.8136,226.4539,295.2728,278.1282
2021-02-01 10:12:00,313.5122,234.8442,229.2625,229.0834,221.8629,214.9215,226.3156,225.5716,294.7591,277.6701
2021-02-01 10:14:00,313.4807,233.8437,228.3054,228.0173,220.9075,214.9215,225.2174,224.368,294.7591,277.2893
2021-02-01 10:16:00,313.3956,232.9828,227.2035,226.9086,219.7653,213.1166,223.9363,223.2338,294.436,276.8051
2021-02-01 10:18:00,313.365,231.72,226.1612,225.8243,218.5531,219.3074,222.8429,222.0543,294.1602,276.282
2021-02-01 10:20:00,313.3472,230.6658,224.9766,224.6411,217.1602,212.8395,221.5998,220.6752,293.9116,275.8229
2021-02-01 10:22:00,313.2606,229.8487,223.7191,223.4286,216.1798,217.4902,220.4133,219.4959,293.6326,275.3849
2021-02-01 10:24:00,313.2222,228.6379,222.697,222.3268,214.886,209.1649,219.1297,218.1991,293.4289,275.001
2021-02-01 10:26:00,313.0964,227.7955,221.5124,221.1682,213.7515,212.9968,218.0186,217.1447,293.1448,274.5028
2021-02-01 10:28:00,313.0434,226.9849,220.7108,220.333,212.6692,214.7542,217.1745,216.2828,292.912,274.0448
2021-02-01 10:30:00,313.046,226.196,219.7138,219.3511,212.1193,206.2492,216.3131,215.3657,292.6056,273.6098
2021-02-01 10:32:00,312.9976,225.5738,218.8672,218.6028,211.1863,205.2082,215.4763,214.4214,292.4113,273.1927
2021-02-01 10:34:00,312.9055,224.8163,218.1059,217.7754,210.7659,209.5818,214.6275,212.8972,292.1714,272.86
2021-02-01 10:36:00,312.88,224.8156,217.3869,217.064,209.7532,205.4304,213.9132,212.8972,291.9541,272.5592
2021-02-01 10:38:00,312.795,223.8454,216.6856,216.48,209.3477,201.8331,213.2041,212.0978,291.7517,272.2385
2021-02-01 10:40:00,312.7925,223.3213,216.1445,215.8038,208.7032,203.3734,212.5824,211.6006,291.6994,272.058
2021-02-01 10:42:00,312.7749,222.7884,215.601,215.1773,208.1186,209.1449,211.9257,210.9385,291.4988,271.8225
2021-02-01 10:44:00,312.7401,222.2843,215.0599,214.6503,207.6586,202.4098,211.4388,210.3713,291.4266,271.581
2021-02-01 10:46:00,312.6618,222.0324,214.4813,214.153,206.5562,203.4108,210.9369,209.8392,291.2104,271.2993
